2025-02-04 19:22:43.507 | INFO     | utils.utils_logger:<module>:38 - Logging to file: logs\project_log.log
2025-02-04 19:22:43.523 | INFO     | __main__:<module>:50 - Project root: C:\Users\19564\Documents\SandraRuizPro4\buzzline-04-sruiz
2025-02-04 19:22:43.523 | INFO     | __main__:<module>:54 - Data folder: C:\Users\19564\Documents\SandraRuizPro4\buzzline-04-sruiz\data
2025-02-04 19:22:43.524 | INFO     | __main__:<module>:58 - Data file: C:\Users\19564\Documents\SandraRuizPro4\buzzline-04-sruiz\data\buzz_live.json
2025-02-04 19:22:43.524 | INFO     | __main__:main:125 - START producer...
2025-02-04 19:22:43.525 | INFO     | __main__:main:126 - Hit CTRL c (or CMD c) to close.
2025-02-04 19:22:43.526 | INFO     | __main__:get_message_interval:40 - Message interval: 3 seconds
2025-02-04 19:22:43.526 | INFO     | __main__:main:134 - {'message': 'I just tried an app! It was boring.', 'author': 'Alice'}
2025-02-04 19:22:46.528 | INFO     | __main__:main:134 - {'message': 'I just tried a movie! It was exciting.', 'author': 'Charlie'}
2025-02-04 19:22:49.531 | INFO     | __main__:main:134 - {'message': 'I just loved a story! It was funny.', 'author': 'Charlie'}
2025-02-04 19:22:52.535 | INFO     | __main__:main:134 - {'message': 'I just shared a story! It was weird.', 'author': 'Eve'}
2025-02-04 19:22:55.539 | INFO     | __main__:main:134 - {'message': 'I just tried an app! It was exciting.', 'author': 'Charlie'}
2025-02-04 19:22:58.542 | INFO     | __main__:main:134 - {'message': 'I just shared a trick! It was weird.', 'author': 'Charlie'}
2025-02-04 19:23:01.544 | INFO     | __main__:main:134 - {'message': 'I just shared a story! It was exciting.', 'author': 'Bob'}
2025-02-04 19:23:04.547 | INFO     | __main__:main:134 - {'message': 'I just tried an app! It was amazing.', 'author': 'Eve'}
2025-02-04 19:23:07.551 | INFO     | __main__:main:134 - {'message': 'I just tried a movie! It was boring.', 'author': 'Bob'}
2025-02-04 19:23:10.553 | INFO     | __main__:main:134 - {'message': 'I just saw a meme! It was exciting.', 'author': 'Alice'}
2025-02-04 19:23:13.557 | INFO     | __main__:main:134 - {'message': 'I just found an app! It was exciting.', 'author': 'Alice'}
2025-02-04 19:23:16.560 | INFO     | __main__:main:134 - {'message': 'I just loved a story! It was funny.', 'author': 'Alice'}
2025-02-04 19:23:19.564 | INFO     | __main__:main:134 - {'message': 'I just found a trick! It was exciting.', 'author': 'Charlie'}
2025-02-04 19:23:22.566 | INFO     | __main__:main:134 - {'message': 'I just tried a movie! It was exciting.', 'author': 'Bob'}
2025-02-04 19:23:25.567 | INFO     | __main__:main:134 - {'message': 'I just loved a movie! It was funny.', 'author': 'Eve'}
2025-02-04 19:23:27.618 | INFO     | utils.utils_logger:<module>:38 - Logging to file: logs\project_log.log
2025-02-04 19:23:27.619 | INFO     | __main__:<module>:38 - Project root: C:\Users\19564\Documents\SandraRuizPro4\buzzline-04-sruiz
2025-02-04 19:23:27.620 | INFO     | __main__:<module>:39 - Data folder: C:\Users\19564\Documents\SandraRuizPro4\buzzline-04-sruiz\data
2025-02-04 19:23:27.620 | INFO     | __main__:<module>:40 - Data file: C:\Users\19564\Documents\SandraRuizPro4\buzzline-04-sruiz\data\buzz_live.json
2025-02-04 19:23:28.569 | INFO     | __main__:main:134 - {'message': 'I just tried a trick! It was exciting.', 'author': 'Alice'}
2025-02-04 19:23:29.681 | INFO     | __main__:main:155 - START consumer.
2025-02-04 19:23:31.571 | INFO     | __main__:main:134 - {'message': 'I just saw a meme! It was boring.', 'author': 'Charlie'}
